Epoch,Accuracy,Recall,Precision,F-score
0,0.5590062111801242,0.0,0.0,nan
1,0.5714285714285714,0,0.0,nan
2,0.5714285714285714,0,0.0,nan
3,0.5714285714285714,0,0.0,nan
4,0.5714285714285714,0,0.0,nan
5,0.5714285714285714,0,0.0,nan
6,0.5714285714285714,0,0.0,nan
7,0.5714285714285714,0,0.0,nan
8,0.5714285714285714,0,0.0,nan
9,0.5714285714285714,0,0.0,nan
10,0.5714285714285714,0,0.0,nan
11,0.5714285714285714,0,0.0,nan
12,0.5714285714285714,0,0.0,nan
13,0.5714285714285714,0,0.0,nan
14,0.5714285714285714,0,0.0,nan
15,0.5714285714285714,0,0.0,nan
16,0.5714285714285714,0,0.0,nan
17,0.5714285714285714,0,0.0,nan
18,0.5714285714285714,0,0.0,nan
19,0.5714285714285714,0,0.0,nan
20,0.5683229813664596,0.4864864864864865,0.13043478260869565,0.20571428571428568
21,0.5807453416149069,0.6666666666666666,0.043478260869565216,0.08163265306122448
22,0.5714285714285714,0.5,0.057971014492753624,0.10389610389610389
23,0.5807453416149069,0.6363636363636364,0.050724637681159424,0.09395973154362418
24,0.562111801242236,0.4444444444444444,0.08695652173913043,0.14545454545454548
25,0.5590062111801242,0.4818181818181818,0.38405797101449274,0.42741935483870963
26,0.5900621118012422,0.5882352941176471,0.14492753623188406,0.23255813953488372
27,0.5496894409937888,0.425531914893617,0.14492753623188406,0.2162162162162162
28,0.5900621118012422,0.55,0.2391304347826087,0.33333333333333337
29,0.562111801242236,0.48672566371681414,0.39855072463768115,0.43824701195219123
30,0.5807453416149069,0.512396694214876,0.4492753623188406,0.47876447876447875
31,0.5559006211180124,0.4774774774774775,0.38405797101449274,0.42570281124498
32,0.5714285714285714,0.5,0.2971014492753623,0.37272727272727274
33,0.5900621118012422,0.5340909090909091,0.34057971014492755,0.415929203539823
34,0.5869565217391305,0.5203252032520326,0.463768115942029,0.49042145593869735
35,0.562111801242236,0.49079754601226994,0.5797101449275363,0.53156146179402
36,0.5590062111801242,0.4883720930232558,0.6086956521739131,0.5419354838709677
37,0.5248447204968945,0.4581005586592179,0.5942028985507246,0.5173501577287065
38,0.5403726708074534,0.46794871794871795,0.5289855072463768,0.49659863945578236
39,0.5745341614906833,0.5039370078740157,0.463768115942029,0.48301886792452825
40,0.5527950310559007,0.4794520547945205,0.5072463768115942,0.49295774647887325
41,0.5652173913043478,0.48717948717948717,0.2753623188405797,0.35185185185185186
42,0.5434782608695652,0.46853146853146854,0.4855072463768116,0.4768683274021353
43,0.5838509316770186,0.5188679245283019,0.39855072463768115,0.4508196721311475
44,0.5652173913043478,0.49193548387096775,0.4420289855072464,0.4656488549618321
45,0.5496894409937888,0.47619047619047616,0.5072463768115942,0.49122807017543857
46,0.5527950310559007,0.48148148148148145,0.5652173913043478,0.52
47,0.5900621118012422,0.5241935483870968,0.47101449275362317,0.4961832061068702
48,0.5403726708074534,0.45689655172413796,0.38405797101449274,0.4173228346456693
49,0.5714285714285714,0.5,0.427536231884058,0.4609375
